date,step,,,,,
3/29/20 20:24,543,,,,,
3/29/20 20:26,203,,,,,
3/29/20 20:36,1111,,,,,
3/29/20 20:39,228,,,,,
3/29/20 23:50,10,,,,,
3/30/20 8:10,24,,,,,
3/30/20 9:48,250,,,,,
3/30/20 9:53,417,,,,,
3/30/20 10:05,41,,,,,
3/30/20 13:11,115,,,,,
3/30/20 13:11,30,,,,,
3/30/20 14:39,78,,,,,
3/30/20 14:40,154,,,,,
3/30/20 14:41,56,,,,,
3/30/20 14:42,30,,,,,
3/30/20 14:47,124,,,,,
3/30/20 18:39,86,,,,,
3/30/20 18:39,13,,,,,
3/30/20 18:39,10,,,,,
3/30/20 18:39,11,,,,,
3/30/20 18:39,9,,,,,
3/30/20 18:39,9,,,,,
3/30/20 18:39,8,,,,,
3/30/20 18:40,9,,,,,
3/30/20 18:40,7,,,,,
3/30/20 18:40,6,,,,,
3/30/20 18:40,8,,,,,
3/30/20 18:40,11,,,,,
3/30/20 18:40,8,,,,,
3/30/20 18:40,11,,,,,
3/30/20 18:40,1,,,,,
3/30/20 18:40,13,,,,,
3/30/20 18:40,8,,,,,
3/30/20 18:40,7,,,,,
3/30/20 18:41,9,,,,,
3/30/20 18:41,5,,,,,
3/30/20 18:41,10,,,,,
3/30/20 18:41,9,,,,,
3/30/20 18:41,10,,,,,
3/30/20 18:41,9,,,,,
3/30/20 18:41,10,,,,,
3/30/20 18:41,10,,,,,
3/30/20 18:41,9,,,,,
3/30/20 18:41,9,,,,,
3/30/20 18:41,10,,,,,
3/30/20 18:42,10,,,,,
3/30/20 18:42,9,,,,,
3/30/20 18:42,3,,,,,
3/30/20 18:55,180,,,,,
3/30/20 18:59,240,,,,,
3/30/20 19:30,70,,,,,
3/30/20 20:16,4,,,,,
3/30/20 20:16,3,,,,,
3/30/20 20:16,2,,,,,
3/30/20 20:17,2,,,,,
3/30/20 20:17,2,,,,,
3/30/20 21:50,8,,,,,
3/30/20 21:50,17,,,,,
3/30/20 21:51,8,,,,,
3/30/20 23:24,10,,,,,
3/30/20 23:24,2,,,,,
3/30/20 23:24,9,,,,,
3/30/20 23:24,3,,,,,
3/30/20 23:24,16,,,,,
3/30/20 23:24,1,,,,,
3/30/20 23:25,4,,,,,
3/30/20 23:25,8,,,,,
3/30/20 23:25,2,,,,,
3/30/20 23:25,8,,,,,
3/30/20 23:25,3,,,,,
3/30/20 23:25,4,,,,,
3/30/20 23:26,3,,,,,
3/30/20 23:26,9,,,,,
3/30/20 23:26,2,,,,,
3/30/20 23:27,1,,,,,
3/30/20 23:28,6,,,,,
3/30/20 23:28,8,,,,,
3/30/20 23:28,2,,,,,
3/30/20 23:28,4,,,,,
3/30/20 23:28,1,,,,,
3/30/20 23:28,1,,,,,
3/30/20 23:28,3,,,,,
3/30/20 23:29,1,,,,,
3/30/20 23:30,17,,,,,
3/30/20 23:31,8,,,,,
3/30/20 23:31,8,,,,,
3/30/20 23:34,5,,,,,
3/30/20 23:34,16,,,,,
3/30/20 23:34,8,,,,,
3/30/20 23:34,4,,,,,
3/30/20 23:35,1,,,,,
3/30/20 23:37,16,,,,,
3/30/20 23:43,136,,,,,
3/30/20 23:44,97,,,,,
3/30/20 23:44,15,,,,,
3/30/20 23:44,10,,,,,
3/30/20 23:44,9,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,9,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,5,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,10,,,,,
3/30/20 23:45,2,,,,,
3/30/20 23:46,12,,,,,
3/30/20 23:46,6,,,,,
3/31/20 0:05,21,,,,,
3/31/20 0:14,2,,,,,
3/31/20 0:15,18,,,,,
3/31/20 0:15,2,,,,,
3/31/20 0:16,4,,,,,
3/31/20 9:31,10,,,,,
3/31/20 9:40,21,,,,,
3/31/20 11:36,248,,,,,
3/31/20 13:36,19,,,,,
3/31/20 13:37,9,,,,,
3/31/20 13:37,4,,,,,
3/31/20 13:37,19,,,,,
3/31/20 13:37,9,,,,,
3/31/20 13:37,8,,,,,
3/31/20 13:37,9,,,,,
3/31/20 13:37,10,,,,,
3/31/20 13:37,9,,,,,
3/31/20 13:37,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,9,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,7,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:38,10,,,,,
3/31/20 13:39,10,,,,,
3/31/20 13:39,9,,,,,
3/31/20 13:39,10,,,,,
3/31/20 13:39,10,,,,,
3/31/20 13:39,10,,,,,
3/31/20 13:39,9,,,,,
3/31/20 13:39,10,,,,,
3/31/20 13:39,6,,,,,
3/31/20 13:42,17,,,,,
3/31/20 13:42,11,,,,,
3/31/20 13:42,9,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,8,,,,,
3/31/20 13:42,7,,,,,
3/31/20 13:42,10,,,,,
3/31/20 13:42,8,,,,,
3/31/20 13:43,8,,,,,
3/31/20 13:43,7,,,,,
3/31/20 13:43,4,,,,,
3/31/20 13:43,3,,,,,
3/31/20 13:47,44,,,,,
3/31/20 13:50,129,,,,,
3/31/20 14:01,362,,,,,
3/31/20 14:02,77,,,,,
3/31/20 14:02,1,,,,,
3/31/20 16:09,660,,,,,
3/31/20 16:48,20,,,,,
3/31/20 17:13,106,,,,,
3/31/20 18:49,15,,,,,
3/31/20 18:50,8,,,,,
3/31/20 18:51,20,,,,,
3/31/20 18:51,10,,,,,
3/31/20 18:51,5,,,,,
3/31/20 18:52,12,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,6,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,11,,,,,
3/31/20 18:52,11,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,10,,,,,
3/31/20 18:52,8,,,,,
3/31/20 18:55,169,,,,,
3/31/20 18:58,297,,,,,
3/31/20 19:25,672,,,,,
3/31/20 19:59,456,,,,,
3/31/20 20:01,1,,,,,
4/1/20 0:00,4,,,,,
4/1/20 0:42,16,,,,,
4/1/20 8:37,18,,,,,
4/1/20 9:31,91,,,,,
4/1/20 12:51,56,,,,,
4/1/20 12:52,49,,,,,
4/1/20 12:53,11,,,,,
4/1/20 12:53,13,,,,,
4/1/20 12:54,5,,,,,
4/1/20 12:58,452,,,,,
4/1/20 12:58,9,,,,,
4/1/20 12:58,10,,,,,
4/1/20 12:58,9,,,,,
4/1/20 12:58,9,,,,,
4/1/20 12:58,9,,,,,
4/1/20 12:58,10,,,,,
4/1/20 12:58,10,,,,,
4/1/20 12:58,10,,,,,
4/1/20 12:58,9,,,,,
4/1/20 12:58,10,,,,,
4/1/20 12:59,10,,,,,
4/1/20 12:59,9,,,,,
4/1/20 12:59,10,,,,,
4/1/20 12:59,10,,,,,
4/1/20 12:59,3,,,,,
4/1/20 12:59,2,,,,,
4/1/20 13:05,14,,,,,
4/1/20 13:07,127,,,,,
4/1/20 13:15,321,,,,,
4/1/20 13:30,369,,,,,
4/1/20 13:34,373,,,,,
4/1/20 14:06,732,,,,,
4/1/20 14:28,538,,,,,
4/1/20 16:53,11,,,,,
4/1/20 16:53,3,,,,,
4/1/20 16:54,17,,,,,
4/1/20 16:54,10,,,,,
4/1/20 16:54,7,,,,,
4/1/20 16:54,9,,,,,
4/1/20 16:54,10,,,,,
4/1/20 16:54,9,,,,,
4/1/20 16:54,10,,,,,
4/1/20 16:54,10,,,,,
4/1/20 16:54,11,,,,,
4/1/20 16:54,10,,,,,
4/1/20 16:55,10,,,,,
4/1/20 16:55,57,,,,,
4/1/20 16:57,215,,,,,
4/1/20 17:09,100,,,,,
4/1/20 17:26,9,,,,,
4/1/20 17:32,2,,,,,
4/1/20 18:06,154,,,,,
4/1/20 18:21,303,,,,,
4/1/20 18:29,395,,,,,
4/1/20 18:36,226,,,,,
4/1/20 19:46,323,,,,,
4/1/20 19:56,211,,,,,
4/1/20 20:00,157,,,,,
4/1/20 20:03,117,,,,,
4/1/20 20:37,574,,,,,
4/1/20 21:02,4,,,,,
4/1/20 21:02,10,,,,,
4/1/20 21:08,72,,,,,
4/1/20 21:10,144,,,,,
4/1/20 21:11,94,,,,,
4/1/20 21:11,10,,,,,
4/1/20 21:12,10,,,,,
4/1/20 21:12,8,,,,,
4/1/20 21:12,6,,,,,
4/1/20 21:12,11,,,,,
4/1/20 21:13,18,,,,,
4/1/20 21:13,5,,,,,
4/1/20 21:13,1,,,,,
4/1/20 21:38,12,,,,,
4/1/20 21:39,9,,,,,
4/1/20 22:01,10,,,,,
4/1/20 23:57,24,,,,,
4/2/20 0:33,15,,,,,
4/2/20 0:59,15,,,,,
4/2/20 7:59,15,,,,,
4/2/20 8:00,15,,,,,
4/2/20 8:03,3,,,,,
4/2/20 8:14,823,,,,,
4/2/20 8:31,431,,,,,
4/2/20 8:41,312,,,,,
4/2/20 8:53,407,,,,,
4/2/20 9:04,287,,,,,
4/2/20 9:14,428,,,,,
4/2/20 9:15,161,,,,,
4/2/20 9:15,9,,,,,
4/2/20 9:15,8,,,,,
4/2/20 9:15,6,,,,,
4/2/20 9:15,9,,,,,
4/2/20 9:15,9,,,,,
4/2/20 9:16,10,,,,,
4/2/20 9:16,10,,,,,
4/2/20 9:16,10,,,,,
4/2/20 9:16,9,,,,,
4/2/20 9:16,10,,,,,
4/2/20 9:16,7,,,,,
4/2/20 9:16,2,,,,,
4/2/20 9:16,6,,,,,
4/2/20 9:17,16,,,,,
4/2/20 9:17,3,,,,,
4/2/20 9:17,20,,,,,
4/2/20 9:17,10,,,,,
4/2/20 9:18,11,,,,,
4/2/20 9:18,5,,,,,
4/2/20 9:18,8,,,,,
4/2/20 9:18,10,,,,,
4/2/20 9:18,6,,,,,
4/2/20 9:19,12,,,,,
4/2/20 9:19,10,,,,,
4/2/20 9:19,10,,,,,
4/2/20 9:19,10,,,,,
4/2/20 9:19,12,,,,,
4/2/20 9:19,11,,,,,
4/2/20 9:19,9,,,,,
4/2/20 9:19,9,,,,,
4/2/20 9:19,10,,,,,
4/2/20 9:19,16,,,,,
4/2/20 9:20,10,,,,,
4/2/20 9:20,9,,,,,
4/2/20 9:20,20,,,,,
4/2/20 9:20,9,,,,,
4/2/20 9:20,10,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,11,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,9,,,,,
4/2/20 9:21,11,,,,,
4/2/20 9:21,9,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,10,,,,,
4/2/20 9:21,11,,,,,
4/2/20 9:21,11,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,11,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,11,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,11,,,,,
4/2/20 9:22,10,,,,,
4/2/20 9:22,8,,,,,
4/2/20 9:31,315,,,,,
4/2/20 9:37,153,,,,,
4/2/20 9:45,227,,,,,
4/2/20 9:50,447,,,,,
4/2/20 10:05,537,,,,,
4/2/20 10:09,135,,,,,
4/2/20 10:12,72,,,,,
4/2/20 10:22,82,,,,,
4/2/20 10:28,339,,,,,
4/2/20 10:31,143,,,,,
4/2/20 10:33,79,,,,,
4/2/20 10:40,216,,,,,
4/2/20 10:46,59,,,,,
4/2/20 10:55,160,,,,,
4/2/20 10:56,120,,,,,
4/2/20 10:57,114,,,,,
4/2/20 10:58,10,,,,,
4/2/20 11:37,16,,,,,
4/2/20 11:37,12,,,,,
4/2/20 11:38,27,,,,,
4/2/20 11:45,111,,,,,
4/2/20 11:56,245,,,,,
4/2/20 12:03,424,,,,,
4/2/20 12:12,286,,,,,
4/2/20 12:29,371,,,,,
4/2/20 12:29,6,,,,,
4/2/20 12:34,4,,,,,
4/2/20 12:46,124,,,,,
4/2/20 13:02,380,,,,,
4/2/20 13:04,58,,,,,
4/2/20 13:11,202,,,,,
4/2/20 13:12,13,,,,,
4/2/20 13:12,15,,,,,
4/2/20 13:13,45,,,,,
4/2/20 13:30,315,,,,,
4/2/20 13:34,49,,,,,
4/2/20 13:37,168,,,,,
4/2/20 13:37,68,,,,,
4/2/20 13:43,108,,,,,
4/2/20 13:44,108,,,,,
4/2/20 13:47,311,,,,,
4/2/20 14:03,358,,,,,
4/2/20 14:04,11,,,,,
4/2/20 14:04,10,,,,,
4/2/20 14:04,8,,,,,
4/2/20 14:04,6,,,,,
4/2/20 14:04,7,,,,,
4/2/20 14:04,3,,,,,
4/2/20 14:04,16,,,,,
4/2/20 14:04,2,,,,,
4/2/20 14:07,9,,,,,
4/2/20 14:07,9,,,,,
4/2/20 14:07,9,,,,,
4/2/20 14:07,10,,,,,
4/2/20 14:07,10,,,,,
4/2/20 14:07,9,,,,,
4/2/20 14:07,10,,,,,
4/2/20 14:07,10,,,,,
4/2/20 14:07,9,,,,,
4/2/20 14:08,9,,,,,
4/2/20 14:08,7,,,,,
4/2/20 14:08,4,,,,,
4/2/20 14:13,52,,,,,
4/2/20 14:18,284,,,,,
4/2/20 14:27,190,,,,,
4/2/20 14:37,215,,,,,
4/2/20 14:47,83,,,,,
4/2/20 15:05,254,,,,,
4/2/20 15:09,118,,,,,
4/2/20 15:14,11,,,,,
4/2/20 15:17,16,,,,,
4/2/20 15:18,13,,,,,
4/2/20 15:18,5,,,,,
4/2/20 15:18,11,,,,,
4/2/20 15:21,6,,,,,
4/2/20 15:26,145,,,,,
4/2/20 15:37,219,,,,,
4/2/20 15:43,172,,,,,
4/2/20 15:51,64,,,,,
4/2/20 15:57,14,,,,,
4/2/20 15:57,9,,,,,
4/2/20 15:57,5,,,,,
4/2/20 15:58,18,,,,,
4/2/20 15:58,8,,,,,
4/2/20 15:59,21,,,,,
4/2/20 15:59,8,,,,,
4/2/20 15:59,13,,,,,
4/2/20 15:59,5,,,,,
4/2/20 15:59,7,,,,,
4/2/20 16:00,4,,,,,
4/2/20 16:01,1,,,,,
4/2/20 16:01,20,,,,,
4/2/20 16:02,13,,,,,
4/2/20 16:02,8,,,,,
4/2/20 16:02,2,,,,,
4/2/20 16:14,587,,,,,
4/2/20 16:25,17,,,,,
4/2/20 16:28,235,,,,,
4/2/20 16:38,468,,,,,
4/2/20 16:47,667,,,,,
4/2/20 16:53,203,,,,,
4/2/20 16:54,18,,,,,
4/2/20 17:04,189,,,,,
4/2/20 17:19,283,,,,,
4/2/20 17:27,754,,,,,
4/2/20 17:29,23,,,,,
4/2/20 17:34,77,,,,,
4/2/20 17:35,49,,,,,
4/2/20 17:37,11,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,10,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,10,,,,,
4/2/20 17:37,9,,,,,
4/2/20 17:37,10,,,,,
4/2/20 17:37,10,,,,,
4/2/20 17:37,10,,,,,
4/2/20 17:38,9,,,,,
4/2/20 17:38,9,,,,,
4/2/20 17:38,7,,,,,
4/2/20 17:38,10,,,,,
4/2/20 17:38,9,,,,,
4/2/20 17:38,10,,,,,
4/2/20 17:39,55,,,,,
4/2/20 17:39,10,,,,,
4/2/20 17:39,9,,,,,
4/2/20 17:39,10,,,,,
4/2/20 17:39,9,,,,,
4/2/20 17:39,8,,,,,
4/2/20 17:39,9,,,,,
4/2/20 17:39,7,,,,,
4/2/20 17:39,7,,,,,
4/2/20 17:39,3,,,,,
4/2/20 17:40,10,,,,,
4/2/20 17:40,4,,,,,
4/2/20 17:40,2,,,,,
4/2/20 17:40,9,,,,,
4/2/20 17:40,8,,,,,
4/2/20 17:41,8,,,,,
4/2/20 17:41,9,,,,,
4/2/20 17:41,2,,,,,
4/2/20 17:41,2,,,,,
4/2/20 17:42,10,,,,,
4/2/20 17:42,8,,,,,
4/2/20 17:42,5,,,,,
4/2/20 17:42,8,,,,,
4/2/20 17:42,8,,,,,
4/2/20 17:42,4,,,,,
4/2/20 17:42,11,,,,,
4/2/20 17:43,14,,,,,
4/2/20 17:43,4,,,,,
4/2/20 17:44,8,,,,,
4/2/20 17:44,3,,,,,
4/2/20 17:44,17,,,,,
4/2/20 17:44,7,,,,,
4/2/20 17:46,9,,,,,
4/2/20 17:46,8,,,,,
4/2/20 17:47,3,,,,,
4/2/20 17:53,14,,,,,
4/2/20 19:46,402,,,,,
4/2/20 19:48,11,,,,,
4/2/20 19:50,7,,,,,
4/2/20 19:50,9,,,,,
4/2/20 19:50,4,,,,,
4/2/20 19:50,13,,,,,
4/2/20 19:50,1,,,,,
4/2/20 19:50,10,,,,,
4/2/20 19:51,6,,,,,
4/2/20 19:51,7,,,,,
4/2/20 19:51,3,,,,,
4/2/20 19:52,14,,,,,
4/2/20 19:53,8,,,,,
4/2/20 19:54,3,,,,,
4/2/20 19:55,2,,,,,
4/2/20 19:55,5,,,,,
4/2/20 19:56,14,,,,,
4/2/20 19:58,17,,,,,
4/2/20 19:58,4,,,,,
4/2/20 20:01,13,,,,,
4/2/20 20:01,3,,,,,
4/2/20 21:19,19,,,,,
4/2/20 21:20,6,,,,,
4/2/20 21:21,2,,,,,
4/2/20 21:22,14,,,,,
4/2/20 21:22,13,,,,,
4/2/20 21:28,19,,,,,
4/3/20 9:22,34,,,,,
4/3/20 11:10,12,,,,,
4/3/20 11:18,98,,,,,
4/3/20 11:25,65,,,,,
4/3/20 11:33,85,,,,,
4/3/20 12:05,16,,,,,
4/3/20 13:24,12,,,,,
4/3/20 13:25,12,,,,,
4/3/20 13:25,14,,,,,
4/3/20 13:25,9,,,,,
4/3/20 13:26,10,,,,,
4/3/20 13:26,9,,,,,
4/3/20 13:26,10,,,,,
4/3/20 13:26,9,,,,,
4/3/20 13:26,8,,,,,
4/3/20 13:26,8,,,,,
4/3/20 13:26,8,,,,,
4/3/20 13:26,6,,,,,
4/3/20 13:27,20,,,,,
4/3/20 13:27,2,,,,,
4/3/20 13:27,3,,,,,
4/3/20 13:27,6,,,,,
4/3/20 13:27,8,,,,,
4/3/20 13:31,98,,,,,
4/3/20 13:35,42,,,,,
4/3/20 13:36,7,,,,,
4/3/20 14:51,647,,,,,
4/3/20 14:52,53,,,,,
4/3/20 14:56,181,,,,,
4/3/20 17:46,32,,,,,
4/3/20 17:56,26,,,,,
4/3/20 17:57,16,,,,,
4/3/20 20:54,16,,,,,
4/3/20 20:58,59,,,,,
4/3/20 20:58,4,,,,,
4/3/20 20:59,20,,,,,
4/3/20 20:59,6,,,,,
4/3/20 21:00,13,,,,,
4/3/20 21:04,15,,,,,
4/3/20 21:04,6,,,,,
4/3/20 21:04,8,,,,,
4/3/20 21:50,8,,,,,
4/3/20 22:38,18,,,,,
4/3/20 22:38,8,,,,,
4/3/20 22:38,7,,,,,
4/3/20 22:39,16,,,,,
4/3/20 22:59,100,,,,,
4/3/20 23:58,16,,,,,
4/4/20 0:11,8,,,,,
4/4/20 0:28,43,,,,,
4/4/20 0:58,24,,,,,
4/4/20 1:24,18,,,,,
4/4/20 2:03,13,,,,,
4/4/20 2:03,9,,,,,
4/4/20 2:03,2,,,,,
4/4/20 2:31,35,,,,,
4/4/20 11:27,11,,,,,
4/4/20 11:39,4,,,,,
4/4/20 12:02,54,,,,,
4/4/20 13:06,20,,,,,
4/4/20 13:36,16,,,,,
4/4/20 13:37,16,,,,,
4/4/20 13:37,1,,,,,
4/4/20 13:37,18,,,,,
4/4/20 13:37,4,,,,,
4/4/20 13:38,9,,,,,
4/4/20 13:38,4,,,,,
4/4/20 14:07,45,,,,,
4/4/20 15:00,61,,,,,
4/4/20 15:10,5,,,,,
4/4/20 15:20,17,,,,,
4/4/20 15:21,39,,,,,
4/4/20 17:10,154,,,,,
4/4/20 17:20,3,,,,,
4/4/20 17:23,10,,,,,
4/4/20 17:23,4,,,,,
4/4/20 17:23,6,,,,,
4/4/20 17:23,6,,,,,
4/4/20 17:23,5,,,,,
4/4/20 17:23,2,,,,,
4/4/20 17:42,1,,,,,
4/4/20 19:19,7,,,,,
4/4/20 19:20,5,,,,,
4/4/20 19:20,5,,,,,
4/4/20 19:20,1,,,,,
4/4/20 19:21,13,,,,,
4/4/20 19:21,2,,,,,
4/4/20 19:21,12,,,,,
4/4/20 19:21,6,,,,,
4/4/20 19:44,18,,,,,
4/4/20 20:43,6,,,,,
4/4/20 20:43,20,,,,,
4/4/20 20:52,17,,,,,
4/4/20 21:28,31,,,,,
4/4/20 21:57,22,,,,,
4/4/20 22:43,16,,,,,
4/4/20 23:01,77,,,,,
4/4/20 23:09,127,,,,,
4/4/20 23:58,216,,,,,
4/5/20 0:07,87,,,,,
4/5/20 0:16,120,,,,,
4/5/20 0:23,79,,,,,
4/5/20 0:32,1,,,,,
4/5/20 0:50,8,,,,,
4/5/20 0:51,4,,,,,
4/5/20 0:52,14,,,,,
4/5/20 0:52,6,,,,,
4/5/20 0:52,2,,,,,
4/5/20 0:53,12,,,,,
4/5/20 0:55,18,,,,,
4/5/20 1:06,13,,,,,
4/5/20 1:08,34,,,,,
4/5/20 1:09,19,,,,,
4/5/20 11:01,22,,,,,
4/5/20 11:09,55,,,,,
4/5/20 11:15,17,,,,,
4/5/20 11:16,23,,,,,
4/5/20 11:33,46,,,,,
4/5/20 13:40,18,,,,,
4/5/20 14:08,22,,,,,
4/5/20 17:37,30,,,,,
4/5/20 18:02,41,,,,,
4/5/20 18:04,8,,,,,
4/5/20 18:31,8,,,,,
4/5/20 18:59,16,,,,,
4/5/20 18:59,2,,,,,
4/5/20 18:59,4,,,,,
4/5/20 19:00,4,,,,,
4/5/20 19:00,3,,,,,
4/5/20 19:00,6,,,,,
4/5/20 19:00,9,,,,,
4/5/20 19:01,2,,,,,
4/5/20 19:02,16,,,,,
4/5/20 19:02,6,,,,,
4/5/20 19:02,4,,,,,
4/5/20 19:02,11,,,,,
4/5/20 21:04,11,,,,,
4/5/20 21:05,4,,,,,
4/5/20 21:09,70,,,,,
4/5/20 21:26,10,,,,,
4/5/20 21:37,7,,,,,
4/5/20 21:51,24,,,,,
4/5/20 22:08,30,,,,,
4/5/20 22:32,32,,,,,
4/5/20 23:30,3,,,,,
4/5/20 23:35,33,,,,,
4/5/20 23:41,24,,,,,
4/6/20 11:51,4,,,,,
4/6/20 12:03,30,,,,,
4/6/20 12:06,10,,,,,
4/6/20 12:19,8,,,,,
4/6/20 12:48,33,,,,,
4/6/20 14:41,17,,,,,
4/6/20 14:41,3,,,,,
4/6/20 14:42,15,,,,,
4/6/20 14:42,7,,,,,
4/6/20 14:42,10,,,,,
4/6/20 14:42,9,,,,,
4/6/20 14:42,5,,,,,
4/6/20 14:42,11,,,,,
4/6/20 14:43,9,,,,,
4/6/20 14:43,10,,,,,
4/6/20 14:43,10,,,,,
4/6/20 14:43,11,,,,,
4/6/20 14:43,8,,,,,
4/6/20 14:44,13,,,,,
4/6/20 14:44,8,,,,,
4/6/20 14:44,4,,,,,
4/6/20 14:45,8,,,,,
4/6/20 14:45,6,,,,,
4/6/20 14:45,2,,,,,
4/6/20 14:45,8,,,,,
4/6/20 14:45,2,,,,,
4/6/20 14:45,10,,,,,
4/6/20 14:47,18,,,,,
4/6/20 14:47,5,,,,,
4/6/20 14:47,6,,,,,
4/6/20 14:47,14,,,,,
4/6/20 14:47,12,,,,,
4/6/20 14:47,9,,,,,
4/6/20 14:48,7,,,,,
4/6/20 14:50,11,,,,,
4/6/20 14:50,2,,,,,
4/6/20 14:50,18,,,,,
4/6/20 14:50,8,,,,,
4/6/20 14:50,1,,,,,
4/6/20 15:28,65,,,,,
4/6/20 15:35,394,,,,,
4/6/20 15:36,6,,,,,
4/6/20 15:45,118,,,,,
4/6/20 17:24,24,,,,,
4/6/20 17:25,4,,,,,
4/6/20 17:55,33,,,,,
4/6/20 18:32,20,,,,,
4/6/20 18:34,4,,,,,
4/6/20 18:45,15,,,,,
4/6/20 18:45,7,,,,,
4/6/20 18:45,8,,,,,
4/6/20 18:45,6,,,,,
4/6/20 18:45,16,,,,,
4/6/20 18:46,8,,,,,
4/6/20 18:46,2,,,,,
4/6/20 20:10,14,,,,,
4/6/20 20:17,58,,,,,
4/6/20 20:40,11,,,,,
4/6/20 21:08,35,,,,,
4/7/20 0:17,16,,,,,
4/7/20 9:28,13,,,,,
4/7/20 11:54,61,,,,,
4/7/20 12:17,14,,,,,
4/7/20 12:33,23,,,,,
4/7/20 12:33,1,,,,,
4/7/20 12:40,37,,,,,
4/7/20 13:13,20,,,,,
4/7/20 14:59,17,,,,,
4/7/20 15:00,20,,,,,
4/7/20 15:15,610,,,,,
4/7/20 15:20,171,,,,,
4/7/20 16:44,51,,,,,
4/7/20 18:30,10,,,,,
4/7/20 19:13,50,,,,,
4/7/20 19:15,10,,,,,
4/7/20 19:19,20,,,,,
4/7/20 19:31,28,,,,,
4/7/20 19:49,105,,,,,
4/7/20 20:46,54,,,,,
4/8/20 0:22,4,,,,,
4/8/20 0:24,10,,,,,
4/8/20 0:28,16,,,,,
4/8/20 0:36,23,,,,,
4/8/20 0:46,16,,,,,
4/8/20 9:43,39,,,,,
4/8/20 9:53,61,,,,,
4/8/20 10:19,26,,,,,
4/8/20 12:10,27,,,,,
4/8/20 13:48,59,,,,,
4/8/20 14:06,26,,,,,
4/8/20 14:12,59,,,,,
4/8/20 14:38,8,,,,,
4/8/20 15:39,1,,,,,
4/8/20 17:38,8,,,,,
4/8/20 17:38,6,,,,,
4/8/20 17:40,8,,,,,
4/8/20 17:40,17,,,,,
4/8/20 17:41,8,,,,,
4/8/20 17:45,15,,,,,
4/8/20 18:04,26,,,,,
4/8/20 18:29,19,,,,,
4/8/20 18:49,8,,,,,
4/8/20 18:54,16,,,,,
4/8/20 19:20,8,,,,,
4/8/20 19:24,10,,,,,
4/8/20 19:32,3,,,,,
4/8/20 21:11,44,,,,,
4/8/20 22:27,38,,,,,
4/8/20 22:44,53,,,,,
4/8/20 22:57,14,,,,,
4/8/20 22:57,17,,,,,
4/8/20 22:58,5,,,,,
4/8/20 22:58,2,,,,,
4/8/20 23:36,42,,,,,
4/9/20 9:00,13,,,,,
4/9/20 9:15,18,,,,,
4/9/20 9:35,10,,,,,
4/9/20 11:13,11,,,,,
4/9/20 11:25,13,,,,,
4/9/20 11:34,48,,,,,
4/9/20 11:39,29,,,,,
4/9/20 12:27,17,,,,,
4/9/20 12:50,29,,,,,
4/9/20 13:16,18,,,,,
4/9/20 14:31,73,,,,,
4/9/20 15:02,79,,,,,
4/9/20 15:16,31,,,,,
4/9/20 16:14,32,,,,,
4/9/20 16:22,27,,,,,
4/9/20 16:53,34,,,,,
4/9/20 16:57,57,,,,,
4/9/20 17:13,11,,,,,
4/9/20 17:14,8,,,,,
4/9/20 17:35,9,,,,,
4/9/20 17:37,10,,,,,
4/9/20 17:37,4,,,,,
4/9/20 18:17,13,,,,,
4/9/20 18:17,3,,,,,
4/9/20 18:17,15,,,,,
4/9/20 18:17,2,,,,,
4/9/20 18:26,41,,,,,
4/9/20 19:29,27,,,,,
4/9/20 21:51,1,,,,,
4/9/20 23:25,9,,,,,
4/9/20 23:28,12,,,,,
4/9/20 23:49,55,,,,,
